timestamp,event,page,props_json
2026-02-25T10:17:56.379968+00:00,selection_add_item,Explorer,"{""object_id"": ""SK-C-251"", ""artist"": ""Johannes Vermeer"", ""source"": ""Explorer""}"
2026-02-25T10:17:56.380628+00:00,artwork_view,Explorer,"{""object_id"": ""SK-C-251"", ""artist"": ""Johannes Vermeer"", ""source"": ""selection_checkbox""}"
2026-02-25T10:18:00.227407+00:00,selection_add_item,Explorer,"{""object_id"": ""RP-F-00-596"", ""artist"": ""Unknown artist"", ""source"": ""Explorer""}"
2026-02-25T10:18:00.228554+00:00,artwork_view,Explorer,"{""object_id"": ""RP-F-00-596"", ""artist"": ""Unknown artist"", ""source"": ""selection_checkbox""}"
2026-02-25T10:18:33.991414+00:00,selection_add_item,Explorer,"{""object_id"": ""RP-F-2001-7-1696-3"", ""artist"": ""Unknown artist"", ""source"": ""Explorer""}"
2026-02-25T10:18:33.992339+00:00,artwork_view,Explorer,"{""object_id"": ""RP-F-2001-7-1696-3"", ""artist"": ""Unknown artist"", ""source"": ""selection_checkbox""}"
2026-02-25T10:19:18.057266+00:00,search_executed,Explorer,"{""query_sample"": ""Vermeer"", ""query_length"": 7, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 30, ""filtered_count"": 16}"
2026-02-25T10:20:29.427651+00:00,search_executed,Explorer,"{""query_sample"": ""Hals"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 30, ""filtered_count"": 19}"
2026-02-25T10:22:12.068585+00:00,selection_add_item,Explorer,"{""object_id"": ""SK-A-2859"", ""artist"": ""Frans Hals (signed by artist)"", ""source"": ""Explorer""}"
2026-02-25T10:22:12.069734+00:00,artwork_view,Explorer,"{""object_id"": ""SK-A-2859"", ""artist"": ""Frans Hals (signed by artist)"", ""source"": ""selection_checkbox""}"
2026-02-25T10:22:42.524396+00:00,search_executed,Explorer,"{""query_sample"": ""Monet"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 10, ""filtered_count"": 5}"
2026-02-25T10:22:52.958690+00:00,selection_add_item,Explorer,"{""object_id"": ""SK-A-3680"", ""artist"": ""Jacob Maris (mentioned on object)"", ""source"": ""Explorer""}"
2026-02-25T10:22:52.959392+00:00,artwork_view,Explorer,"{""object_id"": ""SK-A-3680"", ""artist"": ""Jacob Maris (mentioned on object)"", ""source"": ""selection_checkbox""}"
2026-02-25T10:22:59.772815+00:00,selection_add_item,Explorer,"{""object_id"": ""SK-A-1892"", ""artist"": ""Claude Monet"", ""source"": ""Explorer""}"
2026-02-25T10:22:59.773203+00:00,artwork_view,Explorer,"{""object_id"": ""SK-A-1892"", ""artist"": ""Claude Monet"", ""source"": ""selection_checkbox""}"
2026-02-25T10:23:58.787824+00:00,search_executed,Explorer,"{""query_sample"": ""Buonarroti"", ""query_length"": 10, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 23, ""filtered_count"": 9}"
2026-02-25T10:25:17.796303+00:00,search_executed,Explorer,"{""query_sample"": ""Da Vinci"", ""query_length"": 8, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 30, ""filtered_count"": 28}"
2026-02-25T10:26:34.653182+00:00,search_executed,Explorer,"{""query_sample"": ""Ruisdael"", ""query_length"": 8, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 30, ""filtered_count"": 28}"
2026-02-25T10:28:48.050914+00:00,search_executed,Explorer,"{""query_sample"": ""Rodin"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 30, ""filtered_count"": 11}"
2026-02-25T10:29:08.771112+00:00,selection_add_item,Explorer,"{""object_id"": ""RP-P-1977-226"", ""artist"": ""Unknown artist"", ""source"": ""Explorer""}"
2026-02-25T10:29:08.771934+00:00,artwork_view,Explorer,"{""object_id"": ""RP-P-1977-226"", ""artist"": ""Unknown artist"", ""source"": ""selection_checkbox""}"
2026-02-25T10:29:12.078425+00:00,selection_add_item,Explorer,"{""object_id"": ""RP-F-2019-298-41-24"", ""artist"": ""Unknown artist"", ""source"": ""Explorer""}"
2026-02-25T10:29:12.079113+00:00,artwork_view,Explorer,"{""object_id"": ""RP-F-2019-298-41-24"", ""artist"": ""Unknown artist"", ""source"": ""selection_checkbox""}"
2026-02-25T10:29:15.292719+00:00,selection_add_item,Explorer,"{""object_id"": ""RP-F-F22892-10-2"", ""artist"": ""Unknown artist"", ""source"": ""Explorer""}"
2026-02-25T10:29:15.293536+00:00,artwork_view,Explorer,"{""object_id"": ""RP-F-F22892-10-2"", ""artist"": ""Unknown artist"", ""source"": ""selection_checkbox""}"
2026-02-25T10:29:32.754166+00:00,selection_add_item,Explorer,"{""object_id"": ""RP-P-OB-47.303"", ""artist"": ""Unknown artist"", ""source"": ""Explorer""}"
2026-02-25T10:29:32.755658+00:00,artwork_view,Explorer,"{""object_id"": ""RP-P-OB-47.303"", ""artist"": ""Unknown artist"", ""source"": ""selection_checkbox""}"
2026-02-25T10:30:17.512267+00:00,search_executed,Explorer,"{""query_sample"": ""Degas"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 17, ""filtered_count"": 9}"
2026-02-25T10:31:03.808317+00:00,selection_add_item,Explorer,"{""object_id"": ""RP-T-1953-355"", ""artist"": ""Edgar Degas, France"", ""source"": ""Explorer""}"
2026-02-25T10:31:03.809596+00:00,artwork_view,Explorer,"{""object_id"": ""RP-T-1953-355"", ""artist"": ""Edgar Degas, France"", ""source"": ""selection_checkbox""}"
2026-02-25T10:31:16.273203+00:00,selection_add_item,Explorer,"{""object_id"": ""RP-P-1961-794"", ""artist"": ""Unknown artist"", ""source"": ""Explorer""}"
2026-02-25T10:31:16.273939+00:00,artwork_view,Explorer,"{""object_id"": ""RP-P-1961-794"", ""artist"": ""Unknown artist"", ""source"": ""selection_checkbox""}"
2026-02-25T10:31:32.052442+00:00,search_executed,Explorer,"{""query_sample"": ""Verrochio"", ""query_length"": 9, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 0, ""filtered_count"": 0}"
2026-02-25T10:32:19.580879+00:00,artwork_detail_opened,My_Selection,"{""object_id"": ""SK-A-2572"", ""artist"": ""Jan Havicksz. Steen"", ""title"": ""Erysichthon selling his daughter"", ""year"": 1650, ""has_notes"": false}"
2026-02-25T10:32:35.196618+00:00,artwork_detail_opened,My_Selection,"{""object_id"": ""SK-A-142"", ""artist"": ""Bartholomeus van der Helst"", ""title"": ""Mary Stuart, Princess of Orange, as Widow of William II"", ""year"": 1652, ""has_notes"": false}"
2026-02-25T10:32:43.602542+00:00,artwork_detail_opened,My_Selection,"{""object_id"": ""SK-A-742"", ""artist"": ""Frans Jansz Post"", ""title"": ""SK-A-742"", ""year"": 1662, ""has_notes"": true}"
2026-02-25T10:32:53.753075+00:00,selection_remove_item,My_Selection,"{""object_id"": ""SK-C-375"", ""artist"": ""Bartholomeus van der Helst"", ""had_notes"": false, ""prev_count"": 119, ""origin"": ""card""}"
2026-02-25T10:33:08.725709+00:00,artwork_detail_opened,My_Selection,"{""object_id"": ""SK-C-185"", ""artist"": ""Frans van Mieris (II)"", ""title"": ""De kruidenierster"", ""year"": 1715, ""has_notes"": false}"
2026-02-25T10:33:29.245248+00:00,note_saved,My_Selection,"{""object_id"": ""SK-C-185"", ""note_len"": 11, ""has_note"": true}"
2026-02-25T10:33:54.173929+00:00,artwork_detail_opened,My_Selection,"{""object_id"": ""RP-P-OB-20.603"", ""artist"": ""Unknown artist"", ""title"": ""Portret van dr. Gachet"", ""year"": 1890, ""has_notes"": false}"
2026-02-25T10:34:06.091734+00:00,artwork_detail_opened,My_Selection,"{""object_id"": ""SK-A-5"", ""artist"": ""Jan Asselijn"", ""title"": ""Cavalry Attack at Sunset"", ""year"": 1646, ""has_notes"": false}"
2026-02-25T10:34:21.696265+00:00,artwork_detail_opened,My_Selection,"{""object_id"": ""SK-A-4839"", ""artist"": ""Pieter Claesz (signed by artist)"", ""title"": ""Stilleven met een zoutvat"", ""year"": 1640, ""has_notes"": false}"
2026-02-25T10:35:07.928549+00:00,artwork_detail_opened,My_Selection,"{""object_id"": ""SK-A-3680"", ""artist"": ""Jacob Maris (mentioned on object)"", ""title"": ""Dochter van Jacob Maris met bloemen in het gras"", ""year"": 1878, ""has_notes"": false}"
2026-02-25T10:35:28.370059+00:00,note_saved,My_Selection,"{""object_id"": ""SK-A-3680"", ""note_len"": 33, ""has_note"": true}"
2026-02-25T10:35:58.066341+00:00,artwork_detail_opened,My_Selection,"{""object_id"": ""RP-F-2019-298-41-24"", ""artist"": ""Unknown artist"", ""title"": ""RP-F-2019-298-41-24"", ""year"": null, ""has_notes"": false}"
2026-02-25T10:42:57.196570+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 118}"
2026-02-25T10:43:28.354468+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 118}"
2026-02-25T10:44:02.233802+00:00,export_download,My_Selection,"{""format"": ""csv"", ""scope"": ""selection"", ""count"": 118}"
2026-02-25T10:50:26.891948+00:00,page_view,Statistics,{}
